doc_type	doc_id	num	date_str	description	url_metadata	lang	url_pdf	doc_number
lk_extraordinary_gazettes_2020s	2026-01-08-2026-01-08-2470-31-en	2026-01-08-2470-31-en	2026-01-08	2470/31	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	en	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-31_E.pdf	2470/31
lk_extraordinary_gazettes_2020s	2026-01-07-2026-01-07-2470-28-en	2026-01-07-2470-28-en	2026-01-07	2470/28	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	en	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-28_E.pdf	2470/28
lk_extraordinary_gazettes_2020s	2026-01-07-2026-01-07-2470-26-si	2026-01-07-2470-26-si	2026-01-07	2470/26	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	si	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-26_S.pdf	2470/26
lk_extraordinary_gazettes_2020s	2026-01-07-2026-01-07-2470-26-en	2026-01-07-2470-26-en	2026-01-07	2470/26	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	en	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-26_E.pdf	2470/26
lk_extraordinary_gazettes_2020s	2026-01-07-2026-01-07-2470-25-si	2026-01-07-2470-25-si	2026-01-07	2470/25	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	si	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-25_S.pdf	2470/25
lk_extraordinary_gazettes_2020s	2026-01-07-2026-01-07-2470-25-en	2026-01-07-2470-25-en	2026-01-07	2470/25	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	en	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-25_E.pdf	2470/25
lk_extraordinary_gazettes_2020s	2026-01-07-2026-01-07-2470-23-ta	2026-01-07-2470-23-ta	2026-01-07	Presidential Secretariat - Appointed Mr. Chandima C. Muhandiramge  as the Chief Secretary of the Southern Province.	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	ta	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-23_T.pdf	2470/23
lk_extraordinary_gazettes_2020s	2026-01-07-2026-01-07-2470-23-si	2026-01-07-2470-23-si	2026-01-07	Presidential Secretariat - Appointed Mr. Chandima C. Muhandiramge  as the Chief Secretary of the Southern Province.	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	si	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-23_S.pdf	2470/23
lk_extraordinary_gazettes_2020s	2026-01-07-2026-01-07-2470-23-en	2026-01-07-2470-23-en	2026-01-07	Presidential Secretariat - Appointed Mr. Chandima C. Muhandiramge  as the Chief Secretary of the Southern Province.	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	en	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-23_E.pdf	2470/23
lk_extraordinary_gazettes_2020s	2026-01-07-2026-01-07-2470-22-ta	2026-01-07-2470-22-ta	2026-01-07	Election Commission - Filling of a Vacancy in the Office of member of the Dehiowita Pradheshiya Sabha	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	ta	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-22_T.pdf	2470/22
lk_extraordinary_gazettes_2020s	2026-01-07-2026-01-07-2470-22-si	2026-01-07-2470-22-si	2026-01-07	Election Commission - Filling of a Vacancy in the Office of member of the Dehiowita Pradheshiya Sabha	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	si	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-22_S.pdf	2470/22
lk_extraordinary_gazettes_2020s	2026-01-07-2026-01-07-2470-22-en	2026-01-07-2470-22-en	2026-01-07	Election Commission - Filling of a Vacancy in the Office of member of the Dehiowita Pradheshiya Sabha	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	en	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-22_E.pdf	2470/22
lk_extraordinary_gazettes_2020s	2026-01-06-2026-01-06-2470-20-ta	2026-01-06-2470-20-ta	2026-01-06	Ministry of Defence - Freezing Order Made under Regulations 5 of the United Nations Regulation No. 01 of 2012	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	ta	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-20_T.pdf	2470/20
lk_extraordinary_gazettes_2020s	2026-01-06-2026-01-06-2470-20-si	2026-01-06-2470-20-si	2026-01-06	Ministry of Defence - Freezing Order Made under Regulations 5 of the United Nations Regulation No. 01 of 2012	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	si	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-20_S.pdf	2470/20
lk_extraordinary_gazettes_2020s	2026-01-06-2026-01-06-2470-20-en	2026-01-06-2470-20-en	2026-01-06	Ministry of Defence - Freezing Order Made under Regulations 5 of the United Nations Regulation No. 01 of 2012	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	en	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-20_E.pdf	2470/20
lk_extraordinary_gazettes_2020s	2026-01-06-2026-01-06-2470-19-ta	2026-01-06-2470-19-ta	2026-01-06	Ministry of Defence - United Nations Security Council Resolution (UN Scr) 1373 - Regulation No. 01 of 2012	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	ta	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-19_T.pdf	2470/19
lk_extraordinary_gazettes_2020s	2026-01-06-2026-01-06-2470-19-si	2026-01-06-2470-19-si	2026-01-06	Ministry of Defence - United Nations Security Council Resolution (UN Scr) 1373 - Regulation No. 01 of 2012	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	si	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-19_S.pdf	2470/19
lk_extraordinary_gazettes_2020s	2026-01-06-2026-01-06-2470-19-en	2026-01-06-2470-19-en	2026-01-06	Ministry of Defence - United Nations Security Council Resolution (UN Scr) 1373 - Regulation No. 01 of 2012	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	en	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-19_E.pdf	2470/19
lk_extraordinary_gazettes_2020s	2026-01-05-2026-01-05-2470-18-si	2026-01-05-2470-18-si	2026-01-05	2470/18	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	si	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-18_S.pdf	2470/18
lk_extraordinary_gazettes_2020s	2026-01-05-2026-01-05-2470-18-en	2026-01-05-2470-18-en	2026-01-05	2470/18	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	en	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-18_E.pdf	2470/18
lk_extraordinary_gazettes_2020s	2026-01-05-2026-01-05-2470-17-si	2026-01-05-2470-17-si	2026-01-05	Governor Secretariat - Northern Province - Appointed Kandiah Ariyanayagam as an investigation officer of Vavuniya M.C	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	si	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-17_S.pdf	2470/17
lk_extraordinary_gazettes_2020s	2026-01-05-2026-01-05-2470-17-en	2026-01-05-2470-17-en	2026-01-05	Governor Secretariat - Northern Province - Appointed Kandiah Ariyanayagam as an investigation officer of Vavuniya M.C	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	en	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-17_E.pdf	2470/17
lk_extraordinary_gazettes_2020s	2026-01-05-2026-01-05-2470-16-si	2026-01-05-2470-16-si	2026-01-05	Secretariat of the Governor - Eastern Province - Delegation of powers to the Assistant Commissioner of Ampara District	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	si	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-16_S.pdf	2470/16
lk_extraordinary_gazettes_2020s	2026-01-05-2026-01-05-2470-16-en	2026-01-05-2470-16-en	2026-01-05	Secretariat of the Governor - Eastern Province - Delegation of powers to the Assistant Commissioner of Ampara District	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	en	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-16_E.pdf	2470/16
lk_extraordinary_gazettes_2020s	2026-01-05-2026-01-05-2470-15-ta	2026-01-05-2470-15-ta	2026-01-05	Department of Local Government - Eastern Province - Elected Vice Chairman of Irakkamam Pradeshiya Sabha	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	ta	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-15_T.pdf	2470/15
lk_extraordinary_gazettes_2020s	2026-01-05-2026-01-05-2470-15-si	2026-01-05-2470-15-si	2026-01-05	Department of Local Government - Eastern Province - Elected Vice Chairman of Irakkamam Pradeshiya Sabha	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	si	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-15_S.pdf	2470/15
lk_extraordinary_gazettes_2020s	2026-01-05-2026-01-05-2470-15-en	2026-01-05-2470-15-en	2026-01-05	Department of Local Government - Eastern Province - Elected Vice Chairman of Irakkamam Pradeshiya Sabha	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	en	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-15_E.pdf	2470/15
lk_extraordinary_gazettes_2020s	2026-01-05-2026-01-05-2470-06-si	2026-01-05-2470-06-si	2026-01-05	Governor's Offiice - North Central - Appointment made by Hon.Governer of North Central Provincial Council	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	si	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-06_S.pdf	2470/06
lk_extraordinary_gazettes_2020s	2026-01-05-2026-01-05-2470-06-en	2026-01-05-2470-06-en	2026-01-05	Governor's Offiice - North Central - Appointment made by Hon.Governer of North Central Provincial Council	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	en	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-06_E.pdf	2470/06
lk_extraordinary_gazettes_2020s	2026-01-05-2026-01-05-2470-04-ta	2026-01-05-2470-04-ta	2026-01-05	Ministry of Justice and National Integration - Mutual Assistance in Criminal Matters Act No . 25 of 2002	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	ta	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-04_T.pdf	2470/04
lk_extraordinary_gazettes_2020s	2026-01-05-2026-01-05-2470-04-si	2026-01-05-2470-04-si	2026-01-05	Ministry of Justice and National Integration - Mutual Assistance in Criminal Matters Act No . 25 of 2002	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	si	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-04_S.pdf	2470/04
lk_extraordinary_gazettes_2020s	2026-01-05-2026-01-05-2470-04-en	2026-01-05-2470-04-en	2026-01-05	Ministry of Justice and National Integration - Mutual Assistance in Criminal Matters Act No . 25 of 2002	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	en	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-04_E.pdf	2470/04
lk_extraordinary_gazettes_2020s	2026-01-05-2026-01-05-2470-02-ta	2026-01-05-2470-02-ta	2026-01-05	2470/02	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	ta	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-02_T.pdf	2470/02
lk_extraordinary_gazettes_2020s	2026-01-05-2026-01-05-2470-01-si	2026-01-05-2470-01-si	2026-01-05	Sri Lanka Customs - Rates of Exchange w.e.f. 05.01.2026 to 11.01.2026	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	si	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-01_S.pdf	2470/01
lk_extraordinary_gazettes_2020s	2026-01-05-2026-01-05-2470-01-en	2026-01-05-2470-01-en	2026-01-05	Sri Lanka Customs - Rates of Exchange w.e.f. 05.01.2026 to 11.01.2026	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	en	https://documents.gov.lk/view/extra-gazettes/2026/1/2470-01_E.pdf	2470/01
lk_extraordinary_gazettes_2020s	2026-01-04-2026-01-04-2469-36-ta	2026-01-04-2469-36-ta	2026-01-04	Central Bank of Sri Lanka - Extended the Term of the Administrator Appointed to Nation Lanka Finance PLC	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	ta	https://documents.gov.lk/view/extra-gazettes/2026/1/2469-36_T.pdf	2469/36
lk_extraordinary_gazettes_2020s	2026-01-04-2026-01-04-2469-36-si	2026-01-04-2469-36-si	2026-01-04	Central Bank of Sri Lanka - Extended the Term of the Administrator Appointed to Nation Lanka Finance PLC	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	si	https://documents.gov.lk/view/extra-gazettes/2026/1/2469-36_S.pdf	2469/36
lk_extraordinary_gazettes_2020s	2026-01-04-2026-01-04-2469-36-en	2026-01-04-2469-36-en	2026-01-04	Central Bank of Sri Lanka - Extended the Term of the Administrator Appointed to Nation Lanka Finance PLC	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	en	https://documents.gov.lk/view/extra-gazettes/2026/1/2469-36_E.pdf	2469/36
lk_extraordinary_gazettes_2020s	2026-01-01-2026-01-01-2469-27-si	2026-01-01-2469-27-si	2026-01-01	2469/27	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	si	https://documents.gov.lk/view/extra-gazettes/2026/1/2469-27_S.pdf	2469/27
lk_extraordinary_gazettes_2020s	2026-01-01-2026-01-01-2469-27-en	2026-01-01-2469-27-en	2026-01-01	2469/27	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	en	https://documents.gov.lk/view/extra-gazettes/2026/1/2469-27_E.pdf	2469/27
lk_extraordinary_gazettes_2020s	2026-01-01-2026-01-01-2469-19-ta	2026-01-01-2469-19-ta	2026-01-01	2469/19	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	ta	https://documents.gov.lk/view/extra-gazettes/2026/1/2469-19_T.pdf	2469/19
lk_extraordinary_gazettes_2020s	2026-01-01-2026-01-01-2469-19-si	2026-01-01-2469-19-si	2026-01-01	2469/19	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	si	https://documents.gov.lk/view/extra-gazettes/2026/1/2469-19_S.pdf	2469/19
lk_extraordinary_gazettes_2020s	2026-01-01-2026-01-01-2469-19-en	2026-01-01-2469-19-en	2026-01-01	2469/19	https://documents.gov.lk/view/extra-gazettes/egz_2026.html	en	https://documents.gov.lk/view/extra-gazettes/2026/1/2469-19_E.pdf	2469/19
lk_extraordinary_gazettes_2020s	2025-12-31-2025-12-31-2469-16-ta	2025-12-31-2469-16-ta	2025-12-31	Ministry of Health and Mass Media - Food Act No. 26 of 1980. The Food (Colour Coding for Sugar Levels-Liquid) Regulations 2022.	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-16_T.pdf	2469/16
lk_extraordinary_gazettes_2020s	2025-12-31-2025-12-31-2469-16-si	2025-12-31-2469-16-si	2025-12-31	Ministry of Health and Mass Media - Food Act No. 26 of 1980. The Food (Colour Coding for Sugar Levels-Liquid) Regulations 2022.	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-16_S.pdf	2469/16
lk_extraordinary_gazettes_2020s	2025-12-31-2025-12-31-2469-16-en	2025-12-31-2469-16-en	2025-12-31	Ministry of Health and Mass Media - Food Act No. 26 of 1980. The Food (Colour Coding for Sugar Levels-Liquid) Regulations 2022.	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-16_E.pdf	2469/16
lk_extraordinary_gazettes_2020s	2025-12-31-2025-12-31-2469-15-ta	2025-12-31-2469-15-ta	2025-12-31	Ministry of Health and Mass Media - Food Act No. 26 of 1980. The Food (Iodization of Salt) Regulations 2023.	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-15_T.pdf	2469/15
lk_extraordinary_gazettes_2020s	2025-12-31-2025-12-31-2469-15-si	2025-12-31-2469-15-si	2025-12-31	Ministry of Health and Mass Media - Food Act No. 26 of 1980. The Food (Iodization of Salt) Regulations 2023.	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-15_S.pdf	2469/15
lk_extraordinary_gazettes_2020s	2025-12-31-2025-12-31-2469-15-en	2025-12-31-2469-15-en	2025-12-31	Ministry of Health and Mass Media - Food Act No. 26 of 1980. The Food (Iodization of Salt) Regulations 2023.	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-15_E.pdf	2469/15
lk_extraordinary_gazettes_2020s	2025-12-31-2025-12-31-2469-14-ta	2025-12-31-2469-14-ta	2025-12-31	Ministry of Health and Mass Media - Food Act No. 26 of 1980. The Food (Trans-Fat) Regulations 2022.	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-14_T.pdf	2469/14
lk_extraordinary_gazettes_2020s	2025-12-31-2025-12-31-2469-14-si	2025-12-31-2469-14-si	2025-12-31	Ministry of Health and Mass Media - Food Act No. 26 of 1980. The Food (Trans-Fat) Regulations 2022.	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-14_S.pdf	2469/14
lk_extraordinary_gazettes_2020s	2025-12-31-2025-12-31-2469-14-en	2025-12-31-2469-14-en	2025-12-31	Ministry of Health and Mass Media - Food Act No. 26 of 1980. The Food (Trans-Fat) Regulations 2022.	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-14_E.pdf	2469/14
lk_extraordinary_gazettes_2020s	2025-12-31-2025-12-31-2469-13-ta	2025-12-31-2469-13-ta	2025-12-31	Ministry of Health and Mass Media - Food Act No. 26 of 1980. The Food (Labelling and Advertising) Regulations 2022.	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-13_T.pdf	2469/13
lk_extraordinary_gazettes_2020s	2025-12-31-2025-12-31-2469-13-si	2025-12-31-2469-13-si	2025-12-31	Ministry of Health and Mass Media - Food Act No. 26 of 1980. The Food (Labelling and Advertising) Regulations 2022.	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-13_S.pdf	2469/13
lk_extraordinary_gazettes_2020s	2025-12-31-2025-12-31-2469-13-en	2025-12-31-2469-13-en	2025-12-31	Ministry of Health and Mass Media - Food Act No. 26 of 1980. The Food (Labelling and Advertising) Regulations 2022.	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-13_E.pdf	2469/13
lk_extraordinary_gazettes_2020s	2025-12-31-2025-12-31-2469-11-ta	2025-12-31-2469-11-ta	2025-12-31	Commission of Election - Filling Member Vacancy in Pelmadulla Pradeshiya Sabha (Weranja Kamini Wijerathne)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-11_T.pdf	2469/11
lk_extraordinary_gazettes_2020s	2025-12-31-2025-12-31-2469-11-si	2025-12-31-2469-11-si	2025-12-31	Commission of Election - Filling Member Vacancy in Pelmadulla Pradeshiya Sabha (Weranja Kamini Wijerathne)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-11_S.pdf	2469/11
lk_extraordinary_gazettes_2020s	2025-12-31-2025-12-31-2469-11-en	2025-12-31-2469-11-en	2025-12-31	Commission of Election - Filling Member Vacancy in Pelmadulla Pradeshiya Sabha (Weranja Kamini Wijerathne)	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-11_E.pdf	2469/11
lk_extraordinary_gazettes_2020s	2025-12-31-2025-12-31-2469-10-ta	2025-12-31-2469-10-ta	2025-12-31	Department of Local Government - Eastern Province - Summon the Meeting to fill the Vacancy Arose to the Post of Vice Chairman of the Padiyatalawa Pradeshiya Sabha	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-10_T.pdf	2469/10
lk_extraordinary_gazettes_2020s	2025-12-31-2025-12-31-2469-10-si	2025-12-31-2469-10-si	2025-12-31	Department of Local Government - Eastern Province - Summon the Meeting to fill the Vacancy Arose to the Post of Vice Chairman of the Padiyatalawa Pradeshiya Sabha	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-10_S.pdf	2469/10
lk_extraordinary_gazettes_2020s	2025-12-31-2025-12-31-2469-10-en	2025-12-31-2469-10-en	2025-12-31	Department of Local Government - Eastern Province - Summon the Meeting to fill the Vacancy Arose to the Post of Vice Chairman of the Padiyatalawa Pradeshiya Sabha	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-10_E.pdf	2469/10
lk_extraordinary_gazettes_2020s	2025-12-31-2025-12-31-2469-09-ta	2025-12-31-2469-09-ta	2025-12-31	Presidential Secretariat - Establishment of a Presidential Task Force for Rebuilding Sri Lanka.	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-09_T.pdf	2469/09
lk_extraordinary_gazettes_2020s	2025-12-31-2025-12-31-2469-09-si	2025-12-31-2469-09-si	2025-12-31	Presidential Secretariat - Establishment of a Presidential Task Force for Rebuilding Sri Lanka.	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-09_S.pdf	2469/09
lk_extraordinary_gazettes_2020s	2025-12-31-2025-12-31-2469-09-en	2025-12-31-2469-09-en	2025-12-31	Presidential Secretariat - Establishment of a Presidential Task Force for Rebuilding Sri Lanka.	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-09_E.pdf	2469/09
lk_extraordinary_gazettes_2020s	2025-12-30-2025-12-30-2469-08-ta	2025-12-30-2469-08-ta	2025-12-30	Presidential Secretariat - Commission of Inquiry.	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-08_T.pdf	2469/08
lk_extraordinary_gazettes_2020s	2025-12-30-2025-12-30-2469-08-si	2025-12-30-2469-08-si	2025-12-30	Presidential Secretariat - Commission of Inquiry.	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-08_S.pdf	2469/08
lk_extraordinary_gazettes_2020s	2025-12-30-2025-12-30-2469-08-en	2025-12-30-2469-08-en	2025-12-30	Presidential Secretariat - Commission of Inquiry.	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-08_E.pdf	2469/08
lk_extraordinary_gazettes_2020s	2025-12-29-2025-12-29-2469-06-si	2025-12-29-2469-06-si	2025-12-29	Election Commission - Filling of a Vacancy in the office of the Chairman of the Gomarankadawala Pradeshiya Sabha.	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	si	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-06_S.pdf	2469/06
lk_extraordinary_gazettes_2020s	2025-12-29-2025-12-29-2469-06-en	2025-12-29-2469-06-en	2025-12-29	Election Commission - Filling of a Vacancy in the office of the Chairman of the Gomarankadawala Pradeshiya Sabha.	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	en	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-06_E.pdf	2469/06
lk_extraordinary_gazettes_2020s	2025-12-29-2025-12-29-2469-05-ta	2025-12-29-2469-05-ta	2025-12-29	Election Commission - Filling of a Vacancy in the office of the Vice Chairman of the Gomarankadawala Pradeshiya Sabha.	https://documents.gov.lk/view/extra-gazettes/egz_2025.html	ta	https://documents.gov.lk/view/extra-gazettes/2025/12/2469-05_T.pdf	2469/05
